Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chpt1_1_d608514c	ZhouXiaoyu	哎呀，王浩，你着什么急啊，还没上课呢。	game/chpts/chpt1.rpy	48	ZhouXiaoyu "[what]"
chpt1_1_373df781		从教室里走出来的周小雨一脸不满的表情。	game/chpts/chpt1.rpy	49	"[what]"
chpt1_1_67844d94	me	班长，那个……	game/chpts/chpt1.rpy	52	me "[what]"
chpt1_1_f9473541	ZhouXiaoyu	班长？你怎么知道我要竞选班长？哈哈，下周才定呢，这么着急拍马屁啊。 	game/chpts/chpt1.rpy	56	ZhouXiaoyu "[what]"
chpt1_1_3cb05a6f	me	竞选？	game/chpts/chpt1.rpy	59	me "[what]"
chpt1_1_c8537939	ZhouXiaoyu	对啊。你怎么愣住了？	game/chpts/chpt1.rpy	63	ZhouXiaoyu "[what]"
chpt1_1_562f3e85	me	那个……智子她……	game/chpts/chpt1.rpy	66	me "[what]"
chpt1_1_7a8b3b88		看着眼前身着校服的周小雨，又望望教室里熙攘的同学，我欲言又止。	game/chpts/chpt1.rpy	67	"[what]"
chpt1_1_0958a571		果然和我所想的一样。眼前的这一幕，太熟悉了。喧闹的教室，短发俏皮的周小雨，还有在楼道里和智子的邂逅，这就是十年前的校园。	game/chpts/chpt1.rpy	68	"[what]"
chpt1_1_826c0a1d		这一切都指向一个匪夷所思却又千真万确的答案——我穿越了。	game/chpts/chpt1.rpy	69	"[what]"
chpt1_1_1e9c65d6	me	太神奇了，我到底是怎么来到这里的？	game/chpts/chpt1.rpy	72	me "[what]"
chpt1_1_3fd4d270	ZhouXiaoyu	哈哈哈，你难道不是考进来的吗？ 	game/chpts/chpt1.rpy	76	ZhouXiaoyu "[what]"
chpt1_1_7d670fb0		周小雨显然没有理解我的问题，这也难怪。	game/chpts/chpt1.rpy	77	"[what]"
chpt1_1_c1ce7a25	me	班长，不，小雨，今年是2012年吗？	game/chpts/chpt1.rpy	80	me "[what]"
chpt1_1_1b16da60	ZhouXiaoyu	对啊。你今天怎么了？神神叨叨的。	game/chpts/chpt1.rpy	84	ZhouXiaoyu "[what]"
chpt1_1_256695a8		说完，周小雨抬起手看了一眼手表。	game/chpts/chpt1.rpy	85	"[what]"
chpt1_1_c896cb7e		电子表上显示的时间是2012年9月16日。	game/chpts/chpt1.rpy	89	"[what]"
chpt1_1_bb03f1bd		对于突然的穿越，我本应该感到迷茫和恐惧。但不知为何，此时的自己却异常地兴奋和激动。	game/chpts/chpt1.rpy	90	"[what]"
chpt1_1_3bd671cf		十年前的自己，在这个熟悉的校园里留下了太多的遗憾和留恋。难道是上天给了我一次重来的机会吗……	game/chpts/chpt1.rpy	91	"[what]"
chpt1_1_1f57d298	ZhouXiaoyu	哎呀，田老师让我去接新来的留学生，我差点忘了。	game/chpts/chpt1.rpy	96	ZhouXiaoyu "[what]"
chpt1_1_5fa05021	me	留学生？智子？	game/chpts/chpt1.rpy	99	me "[what]"
chpt1_1_ae2369f3	ZhouXiaoyu	智子？你居然已经打听到人家小姑娘的名字啦？可以啊王浩。	game/chpts/chpt1.rpy	103	ZhouXiaoyu "[what]"
chpt1_1_5328c1c9		这时，高桥智子从走廊上走了过来，试探性地向我们打招呼。	game/chpts/chpt1.rpy	104	"[what]"
chpt1_1_1e0f9e94	Zhizi	あの、すみません。ここは高一5組ですか？（请问这里是高一五班吗？）	game/chpts/chpt1.rpy	108	Zhizi "[what]"
chpt1_1_0434c91b	ZhouXiaoyu	啊，你好。我是周小雨，我是来接你的。那个……Good morning. Can you speak English？	game/chpts/chpt1.rpy	112	ZhouXiaoyu "[what]"
chpt1_1_aa3a1955		对于智子的问题，小雨显然慌了手脚。当年智子来留学的时候，我们才刚刚开始学日语，班里的同学几乎都是零起点。智子也不会说中文，所以……	game/chpts/chpt1.rpy	113	"[what]"
chpt1_1_f9d86384	ZhouXiaoyu	快去叫刘洋过来。	game/chpts/chpt1.rpy	117	ZhouXiaoyu "[what]"
chpt1_1_f5bb0c0e		周小雨一边给我使眼色，一边小声地对我说。	game/chpts/chpt1.rpy	118	"[what]"
chpt1_1_22a25f44		因为刘洋的爸爸在日企工作，所以只有他在入学的时候就会说一点日语。当年也是他负责陪同智子……	game/chpts/chpt1.rpy	119	"[what]"
chpt1_1_9d78cce0	LiuYang	はじめまして、劉洋です。（初次见面，我是刘洋。）	game/chpts/chpt1.rpy	128	LiuYang "[what]"
chpt1_1_8227e39c	LiuYang	ここは高一5組ですよ。（这里就是高一五班哦。）	game/chpts/chpt1.rpy	130	LiuYang "[what]"
chpt1_1_0a9894f6	Zhizi	ありがとうございます。（谢谢你。）	game/chpts/chpt1.rpy	137	Zhizi "[what]"
chpt1_1_a66c04b7		看到我还愣在原地，周小雨又给我使了使眼色，让我赶快去叫刘洋。	game/chpts/chpt1.rpy	143	"[what]"
chpt1_choice_1B_7411ade6	me	我来给智子做介绍吧。这时候应该怎么说呢？	game/chpts/chpt1.rpy	161	me "[what]"
chpt1_choice_1A_f2d34f28	me	去找刘洋吗？和十年前一样？胆小而懦弱的自己，连和自己的心仪的女孩子讲话的勇气都没有。	game/chpts/chpt1.rpy	169	me "[what]"
chpt1_choice_1A_eeaeca9e	me	这次，或许可以尝试别的选择……	game/chpts/chpt1.rpy	170	me "[what]"
chpt1_choice_2A_2787149a	me	这时候的智子还不认识我，应该换一种说法……	game/chpts/chpt1.rpy	195	me "[what]"
chpt1_4_39039370	me	はじめまして、王浩です。（初次见面，我是王浩。）	game/chpts/chpt1.rpy	201	me "[what]"
chpt1_4_28c9d23d	me	ここは高一5組ですよ。（这里就是高一五班哦。）	game/chpts/chpt1.rpy	202	me "[what]"
chpt1_4_d17cd37b	Zhizi	ありがとう。高橋智子です。（谢谢你。我叫高桥智子。）	game/chpts/chpt1.rpy	207	Zhizi "[what]"
chpt1_4_a0e3820c		这次我不想再留下遗憾，我鼓起勇气用日语回答了智子的问题。	game/chpts/chpt1.rpy	208	"[what]"
chpt1_4_2bc648ea		看到智子的微笑，我顿时感到心里暖暖的。	game/chpts/chpt1.rpy	209	"[what]"
chpt1_4_ce86e52a		一旁的周小雨露出了万分惊讶的表情。	game/chpts/chpt1.rpy	210	"[what]"
chpt1_4_d718f971	ZhouXiaoyu	王浩，原来你也会讲日语啊？！太厉害了，深藏不露啊！	game/chpts/chpt1.rpy	214	ZhouXiaoyu "[what]"
chpt1_4_c5b95242	me	只是学过一点而已，呵呵……	game/chpts/chpt1.rpy	217	me "[what]"
chpt1_4_88b8a7bd		我终于有机会像学霸一样耍一回酷……这种感觉还真不错。	game/chpts/chpt1.rpy	218	"[what]"
chpt1_4_f551fcb6	TeacherTian	王浩日语不错嘛。	game/chpts/chpt1.rpy	225	TeacherTian "[what]"
chpt1_4_56d2d9bb		身后传来一个亲切的声音。	game/chpts/chpt1.rpy	226	"[what]"
chpt1_4_4bf42c2e		是田静老师。我们的日语启蒙老师，也是高中时代的班主任。	game/chpts/chpt1.rpy	227	"[what]"
chpt1_4_e18c94bf		当年她刚从日本留学毕业回国，第一年就教我们班。	game/chpts/chpt1.rpy	228	"[what]"
chpt1_4_79b5a579		既漂亮又温柔的田老师，是很多男生心目中的女神。	game/chpts/chpt1.rpy	229	"[what]"
chpt1_4_f390b38c	Zhizi	田先生、こんにちは。（田老师，您好。）	game/chpts/chpt1.rpy	234	Zhizi "[what]"
chpt1_4_9176b967	TeacherTian	あ、こんにちは。待たせてごめんね。（你好，不好意思让你久等了。）	game/chpts/chpt1.rpy	238	TeacherTian "[what]"
chpt1_4_8bef8dcb		班里的同学们也注意到了教室门口的动静，都探出头来张望。	game/chpts/chpt1.rpy	239	"[what]"
chpt1_4_15aaeabb		两位美女的出现让班里的同学们抑制不住躁动的心情。	game/chpts/chpt1.rpy	242	"[what]"
chpt1_4_abb00fc2	TeacherTian	好了好了，上课了。大家都回到座位上吧。	game/chpts/chpt1.rpy	246	TeacherTian "[what]"
chpt1_4_5ddd38f6		我坐在自己的座位上，有点分不清幻想与现实。	game/chpts/chpt1.rpy	249	"[what]"
chpt1_4_a9916806		能够再次见到智子，就像是在梦境里一样。	game/chpts/chpt1.rpy	250	"[what]"
chpt1_4_20799d4d		这里曾经有过很多美好，但也留下了很多无法弥补的遗憾。	game/chpts/chpt1.rpy	251	"[what]"
chpt1_4_62676979		是上天垂怜，让我重来一次，还是这一切只是一个梦？	game/chpts/chpt1.rpy	252	"[what]"
chpt1_4_227b4e15		如果是梦，也太真实了……。	game/chpts/chpt1.rpy	253	"[what]"
chpt1_4_054a2591	TeacherTian	大家安静，我们要开始上课了。今天先来介绍一下我们班的新同学。	game/chpts/chpt1.rpy	261	TeacherTian "[what]"
chpt1_4_1e450fe1	TeacherTian	这是从日本来的留学生，高桥智子。她将在我们班和大家一起度过一周的生活。	game/chpts/chpt1.rpy	263	TeacherTian "[what]"
chpt1_4_00f94bec	Zhizi	高橋智子です。日本の日尚学園から来ました。（我叫高桥智子，来自日本的日尚学园。）	game/chpts/chpt1.rpy	268	Zhizi "[what]"
chpt1_4_ddf652b2	Zhizi	どうぞよろしくお願いします。（请大家多多关照。）	game/chpts/chpt1.rpy	270	Zhizi "[what]"
chpt1_4_0ba679b9	TeacherTian	高桥同学对中国非常感兴趣，希望能学习中国的文化。请大家多照顾她。	game/chpts/chpt1.rpy	272	TeacherTian "[what]"
chpt1_4_94992837	TeacherTian	刘洋旁边正好空着，就让高桥同学坐在你旁边吧。	game/chpts/chpt1.rpy	274	TeacherTian "[what]"
chpt1_4_1aa42c6a	LiuYang	好的。	game/chpts/chpt1.rpy	278	LiuYang "[what]"
chpt1_4_a0b507be	me	（叹气）果然还是这样……	game/chpts/chpt1.rpy	284	me "[what]"
chpt1_4_d6be7657	ZhouXiaoyu	噗，你也太明显了吧。第一次见面就那么喜欢人家啊。	game/chpts/chpt1.rpy	289	ZhouXiaoyu "[what]"
chpt1_4_0ee5f92f	me	哪里是第一次……	game/chpts/chpt1.rpy	292	me "[what]"
chpt1_4_ac2de15b		我扭头看了一眼同桌周小雨。	game/chpts/chpt1.rpy	293	"[what]"
chpt1_4_7b815bba		高中时代，严格意义上说，并没有桌子靠在一起的“同桌”。	game/chpts/chpt1.rpy	294	"[what]"
chpt1_4_7859d652		老师为了防止“早恋”，都是把桌子单独排列的。	game/chpts/chpt1.rpy	295	"[what]"
chpt1_4_c882e945		关系好的同学会彼此把桌子拉得近一些，方便课上“交流”。	game/chpts/chpt1.rpy	296	"[what]"
chpt1_4_f57e1755	ZhouXiaoyu	嘻嘻，那就是不否认“喜欢”咯。	game/chpts/chpt1.rpy	300	ZhouXiaoyu "[what]"
chpt1_4_f7e11d74	me	我……	game/chpts/chpt1.rpy	303	me "[what]"
chpt1_4_0a75455f	ZhouXiaoyu	行啦行啦，姐姐帮你。放心吧。	game/chpts/chpt1.rpy	307	ZhouXiaoyu "[what]"
chpt1_4_6e76c066		果然是我认识的那个周小雨。特别热心肠，又喜欢八卦，我的这点小心思被她一眼看穿了。	game/chpts/chpt1.rpy	308	"[what]"
chpt1_choice_3B_1834d120	me	……	game/chpts/chpt1.rpy	324	me "[what]"
chpt1_choice_3A_9e53acd5	me	没有的事，不用你多管闲事啦。	game/chpts/chpt1.rpy	332	me "[what]"
chpt1_5_7a722f1f	ZhengHui	喂，别讲话了。老师看着你们呢。	game/chpts/chpt1.rpy	339	ZhengHui "[what]"
chpt1_5_0bc22a65	YuanQiaoqiao	切，胆小鬼。	game/chpts/chpt1.rpy	343	YuanQiaoqiao "[what]"
chpt1_5_207981e4		背后传来了熟悉的声音。高中时代的郑辉还是这么一板一眼，示意我们不要讲话了。旁边的袁巧巧见此露出一脸不屑的表情。	game/chpts/chpt1.rpy	344	"[what]"
chpt1_5_228b4e9d		前桌的刘洋、智子，后桌的袁巧巧、郑辉，还有同桌周小雨，便是我高中时代为数不多的玩伴。	game/chpts/chpt1.rpy	345	"[what]"
lesson1_1_84746cbd	TeacherTian	各位同学，欢迎大家进入日语学习的第一课。	game/chpts/lesson1.rpy	11	TeacherTian "[what]"
lesson1_1_2c57368a	TeacherTian	今天我们有三个学习任务……	game/chpts/lesson1.rpy	13	TeacherTian "[what]"
lesson1_1_5109cc7c	Wanghao	我记得第一堂日语课是学习假名的由来……	game/chpts/lesson1.rpy	16	Wanghao "[what]"
lesson1_1_05d40e7f	TeacherTian	一是了解日语中“万叶假名”的由来，二是学习「あ行～か行」的假名，三是学习「あ行～か行」假名的相关单词。	game/chpts/lesson1.rpy	22	TeacherTian "[what]"
lesson1_1_eb5a331e	TeacherTian	《隋书》中有一句对日本的记载：“无文字，唯刻木结绳。敬佛法，于百济求得佛经，始有文字。”	game/chpts/lesson1.rpy	26	TeacherTian "[what]"
lesson1_1_1f0b75d6	TeacherTian	也就是说，日本起初有自己的语言，却没有用于记录的文字，主要通过口耳相传。	game/chpts/lesson1.rpy	28	TeacherTian "[what]"
lesson1_1_0fb65a28	ZhouXiaoyu	原来是这样啊。那日本什么时候开始有了文字呢？	game/chpts/lesson1.rpy	32	ZhouXiaoyu "[what]"
lesson1_1_1efa7a7e	TeacherTian	大约在公元三世纪至五世纪，汉字逐渐从中国传入日本。	game/chpts/lesson1.rpy	36	TeacherTian "[what]"
lesson1_1_7300c0b6	LiuYang	当时没有字典，也没有翻译软件，日本人是如何学习汉字的呢？	game/chpts/lesson1.rpy	39	LiuYang "[what]"
lesson1_1_0da0ac7d	TeacherTian	这个问题问得很好。其实汉字传入日本后出现了两种用法。一种是“汉字的正用”，也就是严格遵循汉字的本义使用。	game/chpts/lesson1.rpy	45	TeacherTian "[what]"
lesson1_1_89f24aa7	TeacherTian	例如日本人使用“山”这个汉字来表示山峰。但是这个字有两种读音。一种是原本日语中的发音“yama”，另一种是中文的发音“shan”。	game/chpts/lesson1.rpy	47	TeacherTian "[what]"
lesson1_1_c1fe7fa9	ZhengHui	那不是很麻烦吗？	game/chpts/lesson1.rpy	51	ZhengHui "[what]"
lesson1_1_ae361f6d	TeacherTian	哈哈，确实。尤其是“shan”这个读音日本人并不熟悉，因此汉字起初更多的是被当作“表音文字”来使用，日本人由此创造出了“万叶假名”。	game/chpts/lesson1.rpy	55	TeacherTian "[what]"
lesson1_1_da416a84	TeacherTian	这里的“假”就是“假借(汉字)”的意思。“万叶假名”借用一部分汉字的读音来记录日语中原本的发音。	game/chpts/lesson1.rpy	59	TeacherTian "[what]"
lesson1_1_d6138ad4	TeacherTian	例如日语中的“山”读作“yama”，就可以用“也麻、野麻”等汉字来记录。这种使用方法就被称为“万叶假名”。	game/chpts/lesson1.rpy	62	TeacherTian "[what]"
lesson1_1_bcdadad8	YuanQiaoqiao	原来如此。那既然有“假名”，是不是还有“真名”呢？	game/chpts/lesson1.rpy	66	YuanQiaoqiao "[what]"
lesson1_1_f56329e7	TeacherTian	当然有。“真名”指的就是汉字原来的用法。	game/chpts/lesson1.rpy	70	TeacherTian "[what]"
lesson1_1_991cd463	TeacherTian	此后，在万叶假名的基础上，演化出了平假名「ひらがな」和片假名「カタカナ」。	game/chpts/lesson1.rpy	74	TeacherTian "[what]"
lesson1_1_a0772b89	TeacherTian	今天我们就要来学习十个假名的读法与写法。	game/chpts/lesson1.rpy	76	TeacherTian "[what]"
lesson1_1_0946af01	TeacherTian	在这之前我们先来做一个小测试吧。看看大家是否掌握了刚才所讲的知识。	game/chpts/lesson1.rpy	78	TeacherTian "[what]"
lesson1_1_q1_cd386f6e	TeacherTian	第一题。	game/chpts/lesson1.rpy	87	TeacherTian "[what]"
l1_1_q1A_786831a4	TeacherTian	回答正确。日本起初有自己的语言，却没有用于记录的文字，主要通过口耳相传。	game/chpts/lesson1.rpy	109	TeacherTian "[what]"
l1_1_q1BC_dd5f9539	TeacherTian	上课要认真听讲哦。日本起初有自己的语言，却没有用于记录的文字，主要通过口耳相传。	game/chpts/lesson1.rpy	118	TeacherTian "[what]"
lesson1_1_q2_0190bd4d	TeacherTian	第二题。	game/chpts/lesson1.rpy	125	TeacherTian "[what]"
l1_1_q2C_05c7c629	TeacherTian	回答正确。“汉字的正用”，也就是严格遵循汉字的本义使用。例如日语中的“山”，读作“yama”，写作“山”。	game/chpts/lesson1.rpy	147	TeacherTian "[what]"
l1_1_q2AB_6ae46316	TeacherTian	上课要认真听讲哦。“汉字的正用”，也就是严格遵循汉字的本义使用。例如日语中的“山”，读作“yama”，写作“山”。	game/chpts/lesson1.rpy	154	TeacherTian "[what]"
lesson1_1_q3_b9ffa708	TeacherTian	第三题。	game/chpts/lesson1.rpy	159	TeacherTian "[what]"
l1_1_q3B_4fbef93b	TeacherTian	回答正确。“日本人把汉字称为“真名”，“假名”中的“假”就是“假借(汉字)”的意思。“万叶假名”是一种表音文字，借用汉字的读音记录日语中原本的发音。	game/chpts/lesson1.rpy	181	TeacherTian "[what]"
l1_1_q3AC_0fa82128	TeacherTian	上课要认真听讲哦。日本人把汉字称为“真名”，“假名”中的“假”就是“假借(汉字)”的意思。“万叶假名”是一种表音文字，借用汉字的读音记录日语中原本的发音。	game/chpts/lesson1.rpy	189	TeacherTian "[what]"
lesson1_2_f21fd677	TeacherTian	接下来我们来学习本课的第二项内容，「あ行～か行」的十个假名。	game/chpts/lesson1.rpy	198	TeacherTian "[what]"
lesson1_2_8544b6b2	TeacherTian	请智子同学为我们读一下吧。	game/chpts/lesson1.rpy	204	TeacherTian "[what]"
lesson1_2_df0009e0	TeacherTian	智子ちゃん、ちょっと読んでもらえますか。（智子，能请你读一下吗？）	game/chpts/lesson1.rpy	206	TeacherTian "[what]"
lesson1_2_667eaadb	Tomoko	はい。（好的。）	game/chpts/lesson1.rpy	212	Tomoko "[what]"
lesson1_2_e1d41146	Tomoko	あ、い、う、え、お。か、き、く、け、こ。	game/chpts/lesson1.rpy	216	Tomoko "[what]"
lesson1_2_2460b062	TeacherTian	もう一度お願いします。（请再读一遍。）	game/chpts/lesson1.rpy	222	TeacherTian "[what]"
lesson1_2_e1d41146_1	Tomoko	あ、い、う、え、お。か、き、く、け、こ。	game/chpts/lesson1.rpy	230	Tomoko "[what]"
lesson1_2_6b13af7d	TeacherTian	大家可以跟读练习一下哦。	game/chpts/lesson1.rpy	237	TeacherTian "[what]"
lesson1_2_282ac1c0	TeacherTian	既然大家都学会了，那么我们来做一个小测试吧。请大家根据听到的读音选择正确的假名。	game/chpts/lesson1.rpy	245	TeacherTian "[what]"
lesson1_2_q1_cd386f6e	TeacherTian	第一题。	game/chpts/lesson1.rpy	254	TeacherTian "[what]"
l1_2_q1C_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	278	TeacherTian "[what]"
l1_2_q1AB_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	288	TeacherTian "[what]"
l1_2_q1AB_16c23f9a	LiuYang	我觉得这道题是C.う。	game/chpts/lesson1.rpy	295	LiuYang "[what]"
l1_2_q1AB_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	299	TeacherTian "[what]"
lesson1_2_q2_0190bd4d	TeacherTian	第二题。	game/chpts/lesson1.rpy	307	TeacherTian "[what]"
l1_2_q2B_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	331	TeacherTian "[what]"
l1_2_q2AC_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	341	TeacherTian "[what]"
l1_2_q2AC_08b7d54c	ZhouXiaoyu	应该选B.き。	game/chpts/lesson1.rpy	348	ZhouXiaoyu "[what]"
l1_2_q2AC_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	352	TeacherTian "[what]"
lesson1_2_q3_b9ffa708	TeacherTian	第三题。	game/chpts/lesson1.rpy	361	TeacherTian "[what]"
l1_2_q3C_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	385	TeacherTian "[what]"
l1_2_q3AB_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	395	TeacherTian "[what]"
l1_2_q3AB_758db778	YuanQiaoqiao	这题我知道，应该是C.こ。	game/chpts/lesson1.rpy	402	YuanQiaoqiao "[what]"
l1_2_q3AB_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	406	TeacherTian "[what]"
lesson1_2_q4_c92e1de2	TeacherTian	第四题。	game/chpts/lesson1.rpy	414	TeacherTian "[what]"
l1_2_q4C_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	438	TeacherTian "[what]"
l1_2_q4AB_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	448	TeacherTian "[what]"
l1_2_q4AB_8fe96aba	ZhengHui	是C.え吧。	game/chpts/lesson1.rpy	455	ZhengHui "[what]"
l1_2_q4AB_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	459	TeacherTian "[what]"
lesson1_2_q5_e86e54a2	TeacherTian	第五题。	game/chpts/lesson1.rpy	467	TeacherTian "[what]"
l1_2_q5A_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	491	TeacherTian "[what]"
l1_2_q5BC_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	501	TeacherTian "[what]"
l1_2_q5BC_09e9fd2f	ZhouXiaoyu	这道题应该是A.く。	game/chpts/lesson1.rpy	508	ZhouXiaoyu "[what]"
l1_2_q5BC_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	512	TeacherTian "[what]"
lesson1_3_beecb364	TeacherTian	这十个假名大家都已经掌握了，接下来我们来看一下它们可以组成哪些单词。	game/chpts/lesson1.rpy	521	TeacherTian "[what]"
lesson1_3_75929689	TeacherTian	智子ちゃん、こちらの単語を読んでもらえますか。（智子，能请你读一下这些单词吗？）	game/chpts/lesson1.rpy	523	TeacherTian "[what]"
lesson1_3_212e5444	Tomoko	はい。読みます。（好的，我读了。）	game/chpts/lesson1.rpy	527	Tomoko "[what]"
lesson1_3_96d5bd32	Tomoko	愛（あい）。	game/chpts/lesson1.rpy	535	Tomoko "[what]"
lesson1_3_288d552d	Tomoko	会う（あう）。	game/chpts/lesson1.rpy	542	Tomoko "[what]"
lesson1_3_5fa3ebb2	Tomoko	秋（あき）。	game/chpts/lesson1.rpy	549	Tomoko "[what]"
lesson1_3_908f2af0	Tomoko	恋（こい）。	game/chpts/lesson1.rpy	556	Tomoko "[what]"
lesson1_3_6b13af7d	TeacherTian	大家可以跟读练习一下哦。	game/chpts/lesson1.rpy	561	TeacherTian "[what]"
lesson1_3_8a58e0d1	TeacherTian	既然大家都学会了，那么我们来做一个小测试吧。请大家根据听到的读音选择正确的单词。	game/chpts/lesson1.rpy	570	TeacherTian "[what]"
lesson1_3_q1_cd386f6e	TeacherTian	第一题。	game/chpts/lesson1.rpy	579	TeacherTian "[what]"
l1_3_q1B_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	603	TeacherTian "[what]"
l1_3_q1AC_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	613	TeacherTian "[what]"
l1_3_q1AC_d8754ef4	YuanQiaoqiao	选B.恋（こい），是恋爱的意思。对不对？	game/chpts/lesson1.rpy	620	YuanQiaoqiao "[what]"
l1_3_q1AC_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	624	TeacherTian "[what]"
lesson1_3_q2_0190bd4d	TeacherTian	第二题。	game/chpts/lesson1.rpy	632	TeacherTian "[what]"
l1_3_q2A_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	655	TeacherTian "[what]"
l1_3_q2BC_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	665	TeacherTian "[what]"
l1_3_q2BC_a252151b	LiuYang	这题很简单，选A.愛（あい）。	game/chpts/lesson1.rpy	672	LiuYang "[what]"
l1_3_q2BC_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	676	TeacherTian "[what]"
lesson1_3_q3_b9ffa708	TeacherTian	第三题。	game/chpts/lesson1.rpy	684	TeacherTian "[what]"
l1_3_q3B_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	707	TeacherTian "[what]"
l1_3_q3AC_15d140b7	TeacherTian	好像不太对哦，再听一遍。	game/chpts/lesson1.rpy	717	TeacherTian "[what]"
l1_3_q3AC_59e58f07	ZhouXiaoyu	是B.秋（あき），意思是秋天。	game/chpts/lesson1.rpy	724	ZhouXiaoyu "[what]"
l1_3_q3AC_c3a0a9e5	TeacherTian	回答正确。	game/chpts/lesson1.rpy	728	TeacherTian "[what]"
lesson1_4_c0fe8363	TeacherTian	今天的内容就是这些，同学们都掌握了吗？	game/chpts/lesson1.rpy	738	TeacherTian "[what]"
lesson1_4_78531f0e	TeacherTian	希望大家在睡前用5分钟的时间回顾一下今天所学的内容，不要忘记了哦。	game/chpts/lesson1.rpy	740	TeacherTian "[what]"
lesson1_4_7d1697f1	TeacherTian	本节课到此结束，明天见。	game/chpts/lesson1.rpy	742	TeacherTian "[what]"
lesson1_5_e178ddcc	me	不知不觉一天就过去了……	game/chpts/lesson1.rpy	754	me "[what]"
lesson1_5_3902ba4c	me	晚自修结束后回到自己的宿舍，再次体验到了久违的住校生活。	game/chpts/lesson1.rpy	755	me "[what]"
