Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chpt1_4_d718f971	ZhouXiaoyu	王浩，原来你也会讲日语啊？！太厉害了，深藏不露啊！	game/chpts/chpt1.rpy	217	ZhouXiaoyu "[what]"
chpt1_4_c5b95242	me	只是学过一点而已，呵呵……	game/chpts/chpt1.rpy	220	me "[what]"
chpt1_4_88b8a7bd		我终于有机会像学霸一样耍一回酷……这种感觉还真不错。	game/chpts/chpt1.rpy	221	"[what]"
chpt1_4_f551fcb6	TeacherTian	王浩日语不错嘛。	game/chpts/chpt1.rpy	228	TeacherTian "[what]"
chpt1_4_56d2d9bb		身后传来一个亲切的声音。	game/chpts/chpt1.rpy	229	"[what]"
chpt1_4_4bf42c2e		是田静老师。我们的日语启蒙老师，也是高中时代的班主任。	game/chpts/chpt1.rpy	230	"[what]"
chpt1_4_e18c94bf		当年她刚从日本留学毕业回国，第一年就教我们班。	game/chpts/chpt1.rpy	231	"[what]"
chpt1_4_79b5a579		既漂亮又温柔的田老师，是很多男生心目中的女神。	game/chpts/chpt1.rpy	232	"[what]"
chpt1_4_f390b38c	Zhizi	田先生、こんにちは。（田老师，您好。）	game/chpts/chpt1.rpy	237	Zhizi "[what]"
chpt1_4_9176b967	TeacherTian	あ、こんにちは。待たせてごめんね。（你好，不好意思让你久等了。）	game/chpts/chpt1.rpy	241	TeacherTian "[what]"
chpt1_4_8bef8dcb		班里的同学们也注意到了教室门口的动静，都探出头来张望。	game/chpts/chpt1.rpy	242	"[what]"
chpt1_4_15aaeabb		两位美女的出现让班里的同学们抑制不住躁动的心情。	game/chpts/chpt1.rpy	245	"[what]"
chpt1_4_abb00fc2	TeacherTian	好了好了，上课了。大家都回到座位上吧。	game/chpts/chpt1.rpy	249	TeacherTian "[what]"
chpt1_4_5ddd38f6		我坐在自己的座位上，有点分不清幻想与现实。	game/chpts/chpt1.rpy	252	"[what]"
chpt1_4_a9916806		能够再次见到智子，就像是在梦境里一样。	game/chpts/chpt1.rpy	253	"[what]"
chpt1_4_20799d4d		这里曾经有过很多美好，但也留下了很多无法弥补的遗憾。	game/chpts/chpt1.rpy	254	"[what]"
chpt1_4_62676979		是上天垂怜，让我重来一次，还是这一切只是一个梦？	game/chpts/chpt1.rpy	255	"[what]"
chpt1_4_227b4e15		如果是梦，也太真实了……。	game/chpts/chpt1.rpy	256	"[what]"
chpt1_4_054a2591	TeacherTian	大家安静，我们要开始上课了。今天先来介绍一下我们班的新同学。	game/chpts/chpt1.rpy	264	TeacherTian "[what]"
chpt1_4_1e450fe1	TeacherTian	这是从日本来的留学生，高桥智子。她将在我们班和大家一起度过一周的生活。	game/chpts/chpt1.rpy	266	TeacherTian "[what]"
chpt1_4_00f94bec	Zhizi	高橋智子です。日本の日尚学園から来ました。（我叫高桥智子，来自日本的日尚学园。）	game/chpts/chpt1.rpy	271	Zhizi "[what]"
chpt1_4_ddf652b2	Zhizi	どうぞよろしくお願いします。（请大家多多关照。）	game/chpts/chpt1.rpy	273	Zhizi "[what]"
chpt1_4_0ba679b9	TeacherTian	高桥同学对中国非常感兴趣，希望能学习中国的文化。请大家多照顾她。	game/chpts/chpt1.rpy	275	TeacherTian "[what]"
chpt1_4_94992837	TeacherTian	刘洋旁边正好空着，就让高桥同学坐在你旁边吧。	game/chpts/chpt1.rpy	277	TeacherTian "[what]"
chpt1_4_1aa42c6a	LiuYang	好的。	game/chpts/chpt1.rpy	281	LiuYang "[what]"
chpt1_4_a0b507be	me	（叹气）果然还是这样……	game/chpts/chpt1.rpy	287	me "[what]"
chpt1_4_d6be7657	ZhouXiaoyu	噗，你也太明显了吧。第一次见面就那么喜欢人家啊。	game/chpts/chpt1.rpy	292	ZhouXiaoyu "[what]"
chpt1_4_0ee5f92f	me	哪里是第一次……	game/chpts/chpt1.rpy	295	me "[what]"
chpt1_4_ac2de15b		我扭头看了一眼同桌周小雨。	game/chpts/chpt1.rpy	296	"[what]"
chpt1_4_7b815bba		高中时代，严格意义上说，并没有桌子靠在一起的“同桌”。	game/chpts/chpt1.rpy	297	"[what]"
chpt1_4_7859d652		老师为了防止“早恋”，都是把桌子单独排列的。	game/chpts/chpt1.rpy	298	"[what]"
chpt1_4_c882e945		关系好的同学会彼此把桌子拉得近一些，方便课上“交流”。	game/chpts/chpt1.rpy	299	"[what]"
chpt1_4_f57e1755	ZhouXiaoyu	嘻嘻，那就是不否认“喜欢”咯。	game/chpts/chpt1.rpy	303	ZhouXiaoyu "[what]"
chpt1_4_f7e11d74	me	我……	game/chpts/chpt1.rpy	306	me "[what]"
chpt1_4_0a75455f	ZhouXiaoyu	行啦行啦，姐姐帮你。放心吧。	game/chpts/chpt1.rpy	310	ZhouXiaoyu "[what]"
chpt1_4_6e76c066		果然是我认识的那个周小雨。特别热心肠，又喜欢八卦，我的这点小心思被她一眼看穿了。	game/chpts/chpt1.rpy	311	"[what]"
chpt1_choice_3B_1834d120	me	……	game/chpts/chpt1.rpy	327	me "[what]"
chpt1_choice_3A_9e53acd5	me	没有的事，不用你多管闲事啦。	game/chpts/chpt1.rpy	335	me "[what]"
chpt1_5_7a722f1f	ZhengHui	喂，别讲话了。老师看着你们呢。	game/chpts/chpt1.rpy	345	ZhengHui "[what]"
chpt1_5_0bc22a65	YuanQiaoqiao	切，胆小鬼。	game/chpts/chpt1.rpy	350	YuanQiaoqiao "[what]"
chpt1_5_207981e4		背后传来了熟悉的声音。高中时代的郑辉还是这么一板一眼，示意我们不要讲话了。旁边的袁巧巧见此露出一脸不屑的表情。	game/chpts/chpt1.rpy	351	"[what]"
chpt1_5_228b4e9d		前桌的刘洋、智子，后桌的袁巧巧、郑辉，还有同桌周小雨，便是我高中时代为数不多的玩伴。	game/chpts/chpt1.rpy	352	"[what]"
chpt2_1_1834d120	me	……	game/chpts/chpt2.rpy	14	me "[what]"
chpt2_1_cfbc66c7	me	今天是……	game/chpts/chpt2.rpy	15	me "[what]"
chpt2_1_1834d120_1	me	……	game/chpts/chpt2.rpy	21	me "[what]"
chpt2_1_b96b8337		缓缓睁开眼，映入眼帘的是熟悉而又陌生的天花板。	game/chpts/chpt2.rpy	22	"[what]"
chpt2_1_c9582ec6		从床上坐起，环顾四周，发现自己仍置身于高中寝室。	game/chpts/chpt2.rpy	27	"[what]"
chpt2_1_1479a4dc	me	原来不是做梦啊……	game/chpts/chpt2.rpy	28	me "[what]"
chpt2_1_8b74d5c3		原以为回到高中时代不过是昨日的黄粱一梦，没想到这样的奇迹确确实实地发生在了我身上。这样的话，今天和智子约好共进午餐的事……	game/chpts/chpt2.rpy	29	"[what]"
chpt2_1_3aa08fcb	LiuYang	早上好啊。	game/chpts/chpt2.rpy	33	LiuYang "[what]"
chpt2_1_b40dc189		正在我恍惚之际，室友刘洋向我打了招呼，将我的思绪拉回了现实。	game/chpts/chpt2.rpy	34	"[what]"
chpt2_1_49ca2d55	me	……嗯，早上好。	game/chpts/chpt2.rpy	37	me "[what]"
chpt2_1_ea322591	LiuYang	怎么了？你看上去好像没有什么精神。	game/chpts/chpt2.rpy	40	LiuYang "[what]"
chpt2_1_94319424	me	没什么，还没缓过神来。哈哈。	game/chpts/chpt2.rpy	41	me "[what]"
chpt2_1_5b4d9ebf		十年前每个相似的早晨又一下子闪回到我的眼前。	game/chpts/chpt2.rpy	42	"[what]"
chpt2_1_931f6c7b		刘洋很习惯早睡早起的生活，从没在脸上表现出困倦。而我则是一名不折不扣的起床困难户。熟悉又怀念的记忆向我不断涌来。	game/chpts/chpt2.rpy	43	"[what]"
chpt2_1_9b2f51c6		洗漱完毕，我收拾收拾书包，和刘洋一同出门走向教室。	game/chpts/chpt2.rpy	44	"[what]"
chpt2_1_1e1f0505		时间转眼就到了上午最后一节课。我看了一眼黑板上的课表，是体育课。	game/chpts/chpt2.rpy	50	"[what]"
chpt2_1_66cdcb18		我看到不远处独自坐着的智子。看到班里的同学接二连三地离开教室，智子会很不安吧	game/chpts/chpt2.rpy	53	"[what]"
chpt2_1_5045dabe	me	智子不认识去操场的路，要不要和她打个招呼？	game/chpts/chpt2.rpy	57	me "[what]"
chpt2_choice_1B_3058d901	me	次は体育の授業ですよ。一緒に行きましょうか。（下节是体育课，我们一起去吧。）	game/chpts/chpt2.rpy	73	me "[what]"
chpt2_choice_1A_e7585895	me	不对，不对。食べましょう是邀请一起吃饭的意思，应该说……	game/chpts/chpt2.rpy	79	me "[what]"
chpt2_choice_1A_3058d901	me	次は体育の授業ですよ。一緒に行きましょうか。（下节是体育课，我们一起去吧。）	game/chpts/chpt2.rpy	80	me "[what]"
chpt2_3_95c87c3e	Zhizi	助かります。誘ってくれてありがとう。（帮大忙了，谢谢你邀请我。）	game/chpts/chpt2.rpy	89	Zhizi "[what]"
chpt2_3_0c49c735		智子点点头并露出了安心的微笑。	game/chpts/chpt2.rpy	90	"[what]"
chpt2_3_47b561b1	ZhouXiaoyu	王浩，你刚才说了什么吗？	game/chpts/chpt2.rpy	95	ZhouXiaoyu "[what]"
chpt2_3_82c29f15	LiuYang	他邀请智子和我们一起走。	game/chpts/chpt2.rpy	99	LiuYang "[what]"
chpt2_3_4cfa899e	ZhouXiaoyu	哎哟，没看出来王浩还是个暖男嘛。不像某些人……	game/chpts/chpt2.rpy	102	ZhouXiaoyu "[what]"
chpt2_3_2217f1ba		周小雨朝着刘洋看了一眼，明显话里有话。刘洋却微微一笑，好像并没有察觉。	game/chpts/chpt2.rpy	103	"[what]"
chpt2_3_a51b68bb	YuanQiaoqiao	不好，只剩两分钟啦，快走吧！	game/chpts/chpt2.rpy	106	YuanQiaoqiao "[what]"
chpt2_3_68d44ea3		前半节体育课的集体训练结束后，老师便让我们原地解散自由活动了。	game/chpts/chpt2.rpy	111	"[what]"
chpt2_3_0ab17d87		我在操场跑道上漫无目的地逛了一会儿，想起了昨天和智子约好一起吃午餐的事情。	game/chpts/chpt2.rpy	112	"[what]"
chpt2_3_826b2801	me	要不然现在就去找她吧。	game/chpts/chpt2.rpy	115	me "[what]"
chpt2_3_3ad90aa7	me	啊，在那儿。	game/chpts/chpt2.rpy	116	me "[what]"
chpt2_3_b21bd9d4		智子正从教学楼的方向走过来。周小雨陪在一旁，好像在向她介绍学校各处的场馆设施和同学们的学习生活。	game/chpts/chpt2.rpy	122	"[what]"
chpt2_3_7bae2b66		足球场上，校足球队正在训练。刘洋在场上带球过人的动作行云流水，英姿飒爽。	game/chpts/chpt2.rpy	123	"[what]"
chpt2_3_d127eb5a		周小雨陪着智子有说有笑地一起向足球场走去。	game/chpts/chpt2.rpy	124	"[what]"
chpt2_3_f53cebfd		智子和小雨正聚精会神地看着比赛。	game/chpts/chpt2.rpy	129	"[what]"
chpt2_3_ca598624		我停下脚步，心里不禁打起了退堂鼓。	game/chpts/chpt2.rpy	130	"[what]"
chpt2_3_bf923dd8	me	……要不还是别去打扰她们两个了。我也不懂足球，省得自讨没趣。	game/chpts/chpt2.rpy	133	me "[what]"
chpt2_3_5de41f12	me	不对，这个场景之前也发生过……	game/chpts/chpt2.rpy	134	me "[what]"
chpt2_3_f53cebfd_1		智子和小雨正聚精会神地看着比赛。	game/chpts/chpt2.rpy	146	"[what]"
chpt2_3_ca598624_1		我停下脚步，心里不禁打起了退堂鼓。	game/chpts/chpt2.rpy	147	"[what]"
chpt2_3_bf923dd8_1	me	……要不还是别去打扰她们两个了。我也不懂足球，省得自讨没趣。	game/chpts/chpt2.rpy	148	me "[what]"
chpt2_3_da97eac1		就在我打算转身离开的时候，突然听到了一声惊叫。	game/chpts/chpt2.rpy	149	"[what]"
chpt2_3_f20eded9	Zhizi	あぶない！	game/chpts/chpt2.rpy	152	Zhizi "[what]"
chpt2_3_d0138d51		我猛地回头，发现一个足球失控飞出场外，直直地向智子的脸上飞去。	game/chpts/chpt2.rpy	153	"[what]"
chpt2_3_62219659		智子想要侧身躲闪却已来不及，害怕地闭上了眼睛。	game/chpts/chpt2.rpy	154	"[what]"
chpt2_3_be1b334a		情急之下，周小雨伸出左手挡在智子面前，足球重重地打在了她的手腕上。	game/chpts/chpt2.rpy	156	"[what]"
chpt2_3_a441817b	ZhouXiaoyu	……啊！	game/chpts/chpt2.rpy	157	ZhouXiaoyu "[what]"
chpt2_3_36baf434		一旁的智子脸上写满了自责，又因为语言不通，而不知所措，不住地说着……	game/chpts/chpt2.rpy	160	"[what]"
chpt2_3_7b645406	Zhizi	すみません、すみません……（对不起，对不起……）	game/chpts/chpt2.rpy	161	Zhizi "[what]"
chpt2_3_e6c3adb9		足球队的队员们也赶过来查看情况。	game/chpts/chpt2.rpy	162	"[what]"
chpt2_3_1a8cb5a3		刘洋一脸紧张地看着周小雨被打中的手腕	game/chpts/chpt2.rpy	166	"[what]"
chpt2_3_a2c9f31f	LiuYang	小雨，你还好吗？都怪我……	game/chpts/chpt2.rpy	167	LiuYang "[what]"
chpt2_3_5a96bdbb	ZhouXiaoyu	还好……	game/chpts/chpt2.rpy	170	ZhouXiaoyu "[what]"
chpt2_3_d181c610		疼痛让周小雨的声音有些颤抖。刘洋想要伸手扶小雨，看到了她手腕上的黑色球印，显然伤得不轻。	game/chpts/chpt2.rpy	171	"[what]"
chpt2_3_70787fe4	LiuYang	疼得厉害吗？要不要去医务室？	game/chpts/chpt2.rpy	172	LiuYang "[what]"
chpt2_3_cd7e1162		周小雨看似平静，但泪水却在眼眶里打转。	game/chpts/chpt2.rpy	173	"[what]"
chpt2_3_a9825a35		既然是回到了过去，那是不是马上就会……	game/chpts/chpt2.rpy	181	"[what]"
chpt2_3_2abdb6b4		只见场上的刘洋正在和场外看球的智子和小雨打招呼，没注意到对手趁此机会发起了进攻。	game/chpts/chpt2.rpy	182	"[what]"
chpt2_3_264d73bb		正如预想的那样，足球向场外飞过来……	game/chpts/chpt2.rpy	183	"[what]"
chpt2_3_cb1eeb96	me	快躲开！	game/chpts/chpt2.rpy	187	me "[what]"
chpt2_3_1a2920f2		我一边喊着一边向智子所在的地方冲了过去。我从未如此拼尽全力地奔跑过。	game/chpts/chpt2.rpy	188	"[what]"
chpt2_3_8203bcb1		周小雨听到我的声音愣在原地，有点不知所措。	game/chpts/chpt2.rpy	193	"[what]"
chpt2_3_bfffa4f3	me	小心！	game/chpts/chpt2.rpy	194	me "[what]"
chpt2_3_cc5f4da4		周小雨一惊，急忙拉着智子往旁边躲了一步。	game/chpts/chpt2.rpy	195	"[what]"
chpt2_3_40db4724		球啪的一声打在我的手掌上，我飞扑倒地……	game/chpts/chpt2.rpy	198	"[what]"
chpt2_3_cf4df740	me	你们俩没事吧？	game/chpts/chpt2.rpy	201	me "[what]"
chpt2_3_cdf98de3		我起身拍了拍身上的尘土。	game/chpts/chpt2.rpy	202	"[what]"
chpt2_3_cf56cea8	ZhouXiaoyu	王浩！你没事吧？	game/chpts/chpt2.rpy	205	ZhouXiaoyu "[what]"
chpt2_3_ca7d60aa		智子握着小雨的手，好像也有点惊魂未定的样子。她看了看足球场，又将视线移到了我的脸上。	game/chpts/chpt2.rpy	207	"[what]"
chpt2_3_227e01a9	Zhizi	王さん、大丈夫ですか。ごめんなさい。（王浩，你没事吧？对不起！）	game/chpts/chpt2.rpy	208	Zhizi "[what]"
chpt2_3_cb121ebc		智子惊慌失措地看着我，露出焦急而充满歉意的表情。	game/chpts/chpt2.rpy	209	"[what]"
chpt2_4_9b92ce39		我想安慰一下智子不必担心，应该说……	game/chpts/chpt2.rpy	219	"[what]"
chpt2_choice_2A_7e91306f	me	不对，すみません是道歉的意思。应该说……	game/chpts/chpt2.rpy	231	me "[what]"
chpt2_choice_2A_6ee6564f	me	大丈夫。気にしないで。（没事，别介意。）	game/chpts/chpt2.rpy	232	me "[what]"
chpt2_choice_2B_6ee6564f	me	大丈夫。気にしないで。（没事，别介意。）	game/chpts/chpt2.rpy	239	me "[what]"
chpt2_5_55ee15a5		这时，刘洋也从足球场上跑过来，在我们三人面前停住了脚步。	game/chpts/chpt2.rpy	255	"[what]"
chpt2_5_f58b1eec	LiuYang	你们没事吧？都怪我分了神，没注意到球被踢飞了。不好意思啊！	game/chpts/chpt2.rpy	256	LiuYang "[what]"
chpt2_5_ccd8391b	ZhouXiaoyu	我和智子没事，多亏了王浩。	game/chpts/chpt2.rpy	259	ZhouXiaoyu "[what]"
chpt2_5_ff95f10e	LiuYang	谢谢你啊王浩，幸亏有你在。	game/chpts/chpt2.rpy	262	LiuYang "[what]"
chpt2_5_d0243256	me	没事没事，别介意。	game/chpts/chpt2.rpy	265	me "[what]"
chpt2_5_2ffd817c		刘洋看了看小雨，又低头向智子表示歉意。	game/chpts/chpt2.rpy	267	"[what]"
chpt2_5_679082b9	ZhouXiaoyu	你俩可是来对了。我刚刚和智子说了半天鸡同鸭讲。两位大神帮我翻译一下呗？	game/chpts/chpt2.rpy	270	ZhouXiaoyu "[what]"
chpt2_5_592a7609		我和刘洋对视了一眼。刘洋随即点了点头。	game/chpts/chpt2.rpy	273	"[what]"
chpt2_5_fad6894c	LiuYang	可以啊，我没问题。	game/chpts/chpt2.rpy	274	LiuYang "[what]"
chpt2_5_a246a1e3		我想起昨晚智子邀我和她一起吃午餐的短信。	game/chpts/chpt2.rpy	276	"[what]"
chpt2_5_2ec19fe3	me	……行呀，我也没问题。要不中午一起吃饭吧。	game/chpts/chpt2.rpy	279	me "[what]"
chpt2_5_f37d2e36		见智子一脸迷茫，我赶忙向她解释。	game/chpts/chpt2.rpy	280	"[what]"
chpt2_5_76c8f4cf	me	四人で一緒に昼ご飯を食べましょうか。（我们四个人一起吃吧。）	game/chpts/chpt2.rpy	281	me "[what]"
chpt2_5_7c122703	Zhizi	もちろんです。うれしい。（当然可以啦。我很乐意。）	game/chpts/chpt2.rpy	284	Zhizi "[what]"
chpt2_5_b9986ee8	me	智子也说可以。	game/chpts/chpt2.rpy	285	me "[what]"
chpt2_5_17d8a259	ZhouXiaoyu	那太好了！	game/chpts/chpt2.rpy	288	ZhouXiaoyu "[what]"
chpt2_5_011e2840		四个人同坐一张桌子，我和智子面对面，刘洋和周小雨面对面。	game/chpts/chpt2.rpy	295	"[what]"
chpt2_5_74f78227	Zhizi	いただきます。（我开始吃了。）	game/chpts/chpt2.rpy	299	Zhizi "[what]"
chpt2_5_3e3a46fb	me	いただきます。（我开始吃了。）	game/chpts/chpt2.rpy	302	me "[what]"
chpt2_5_70b55651		智子双手合十，小声地说了这样一句。我也跟着说了一句，周小雨看着我俩笑开了花。	game/chpts/chpt2.rpy	303	"[what]"
chpt2_5_03dd411a	ZhouXiaoyu	你们在干什么？	game/chpts/chpt2.rpy	306	ZhouXiaoyu "[what]"
chpt2_5_f1ec9a21	LiuYang	这是日本人的习惯，在吃饭前要说「いただきます」，表示对食物的敬意。	game/chpts/chpt2.rpy	311	LiuYang "[what]"
chpt2_5_5d6f05a2	ZhouXiaoyu	哦，为什么要对食物表示敬意呢？	game/chpts/chpt2.rpy	314	ZhouXiaoyu "[what]"
chpt2_5_d3fe45ae	Zhizi	実は「いただきます」には意味が二つあります。（其实‘我开始吃了’这句话里有两层含义。）	game/chpts/chpt2.rpy	317	Zhizi "[what]"
